ranger4_index	F1_scores
ranger4_329	0.778947368421053
ranger4_1372	0.778904665314402
ranger4_201	0.778761061946903
ranger4_119	0.778571428571428
ranger4_1052	0.778050778050778
ranger4_1021	0.777777777777778
ranger4_89	0.777777777777778
ranger4_330	0.777453838678329
ranger4_153	0.777358490566038
ranger4_199	0.776699029126214
ranger4_1526	0.776666666666667
ranger4_282	0.776442307692308
ranger4_1024	0.776315789473684
ranger4_288	0.775930324623911
ranger4_179	0.775384615384615
ranger4_300	0.77511961722488
ranger4_1248	0.775086505190311
ranger4_346	0.774509803921569
ranger4_1037	0.773234200743494
ranger4_55	0.773109243697479
ranger4_88	0.773109243697479
ranger4_291	0.772908366533865
ranger4_1236	0.772466539196941
ranger4_226	0.77212389380531
ranger4_175	0.772
ranger4_1060	0.771260997067449
ranger4_196	0.77120822622108
ranger4_71	0.770053475935829
ranger4_133	0.769230769230769
ranger4_54	0.768916155419223
ranger4_152	0.76889848812095
ranger4_106	0.768768768768769
ranger4_171	0.767624020887728
ranger4_1030	0.767123287671233
ranger4_1038	0.767078189300411
ranger4_219	0.766355140186916
ranger4_222	0.766066838046273
ranger4_273	0.765957446808511
ranger4_261	0.765911542610572
ranger4_1009	0.765805877114871
ranger4_164	0.765661252900232
ranger4_1036	0.765388046387154
ranger4_1143	0.765249537892791
ranger4_176	0.765163297045101
ranger4_151	0.7651598676957
ranger4_1377	0.765137614678899
ranger4_1046	0.764878048780488
ranger4_1175	0.764792899408284
ranger4_1011	0.764497041420118
ranger4_260	0.763358778625954
ranger4_299	0.762295081967213
ranger4_186	0.761491760624458
ranger4_94	0.761363636363636
ranger4_262	0.761149653121903
ranger4_1378	0.76078431372549
ranger4_229	0.76064610866373
ranger4_309	0.759962928637627
ranger4_127	0.758909853249476
ranger4_1373	0.758691206543967
ranger4_272	0.757142857142857
ranger4_177	0.757123473541384
ranger4_178	0.756653992395437
ranger4_257	0.756554307116105
ranger4_163	0.755852842809364
ranger4_245	0.755681818181818
ranger4_1498	0.755674232309746
ranger4_1158	0.755223880597015
ranger4_1019	0.753846153846154
ranger4_1243	0.75177304964539
ranger4_283	0.751592356687898
ranger4_269	0.751196172248804
ranger4_295	0.750287686996548
ranger4_1166	0.75
ranger4_5	0.75
ranger4_252	0.749034749034749
ranger4_135	0.747663551401869
ranger4_294	0.746898263027295
ranger4_1054	0.746456692913386
ranger4_208	0.744650499286733
ranger4_170	0.744186046511628
ranger4_302	0.743016759776536
ranger4_60	0.742138364779874
ranger4_308	0.741573033707865
ranger4_331	0.740963855421687
ranger4_1529	0.740425531914894
ranger4_155	0.73953013278856
ranger4_274	0.739130434782609
ranger4_328	0.737226277372263
ranger4_35	0.736462093862816
ranger4_194	0.733333333333333
ranger4_235	0.731707317073171
ranger4_268	0.731707317073171
ranger4_225	0.725752508361204
ranger4_167	0.716666666666667
ranger4_301	0.705128205128205
ranger4_41	0.703703703703704
ranger4_256	0.702970297029703
