DRUG_ID	ranger2_index	F1_scores	Num_CL_per_Drug
1026	ranger2_1026	0.80561122244489	292
298	ranger2_298	0.805369127516779	832
1219	ranger2_1219	0.804733727810651	413
180	ranger2_180	0.804347826086957	53
147	ranger2_147	0.804020100502513	819
1114	ranger2_1114	0.803892215568862	790
326	ranger2_326	0.803587443946188	690
1029	ranger2_1029	0.802650957290133	799
197	ranger2_197	0.802621995630007	807
1199	ranger2_1199	0.80250347705146	899
1001	ranger2_1001	0.801980198019802	362
1170	ranger2_1170	0.800851970181044	553
224	ranger2_224	0.800604229607251	409
1013	ranger2_1013	0.800315706393054	752
111	ranger2_111	0.8	252
1268	ranger2_1268	0.8	828
192	ranger2_192	0.799431009957326	828
290	ranger2_290	0.79901558654635	767
292	ranger2_292	0.799007444168735	487
265	ranger2_265	0.798977853492334	698
51	ranger2_51	0.798927613941019	225
303	ranger2_303	0.798387096774194	300
1053	ranger2_1053	0.798165137614679	395
1049	ranger2_1049	0.798069187449718	767
1527	ranger2_1527	0.797843665768194	222
1023	ranger2_1023	0.797697368421053	736
134	ranger2_134	0.797250859106529	177
221	ranger2_221	0.797190517998244	718
255	ranger2_255	0.796961325966851	863
166	ranger2_166	0.796886058032555	836
1192	ranger2_1192	0.796875	529
1495	ranger2_1495	0.796862745098039	758
184	ranger2_184	0.79664570230608	281
119	ranger2_119	0.796581196581197	357
1032	ranger2_1032	0.796264855687606	692
263	ranger2_263	0.79606188466948	864
1194	ranger2_1194	0.796033994334278	859
1161	ranger2_1161	0.795918367346939	64
1261	ranger2_1261	0.795751633986928	729
158	ranger2_158	0.795019157088123	620
1010	ranger2_1010	0.794892258579409	738
64	ranger2_64	0.794805194805195	238
228	ranger2_228	0.794270833333333	448
1047	ranger2_1047	0.794117647058824	650
62	ranger2_62	0.79375	190
1072	ranger2_1072	0.791955617198336	868
30	ranger2_30	0.791569086651054	269
1069	ranger2_1069	0.791483113069016	820
38	ranger2_38	0.791127541589649	326
272	ranger2_272	0.791044776119403	87
1042	ranger2_1042	0.790661478599222	774
344	ranger2_344	0.790528233151184	328
1050	ranger2_1050	0.789779326364692	528
1058	ranger2_1058	0.789699570815451	287
276	ranger2_276	0.789473684210526	71
185	ranger2_185	0.789272030651341	626
1248	ranger2_1248	0.789115646258503	177
305	ranger2_305	0.788961038961039	374
87	ranger2_87	0.788732394366197	85
310	ranger2_310	0.788598574821853	520
190	ranger2_190	0.788571428571428	110
3	ranger2_3	0.788461538461539	193
1066	ranger2_1066	0.788135593220339	565
1017	ranger2_1017	0.788064269319051	779
279	ranger2_279	0.787234042553192	715
17	ranger2_17	0.786776859504132	361
110	ranger2_110	0.786764705882353	327
59	ranger2_59	0.786596119929453	337
1008	ranger2_1008	0.78646934460888	581
1025	ranger2_1025	0.786253143336127	711
273	ranger2_273	0.786206896551724	91
32	ranger2_32	0.786127167630058	213
346	ranger2_346	0.786069651741294	127
1016	ranger2_1016	0.786046511627907	266
37	ranger2_37	0.785834738617201	363
1033	ranger2_1033	0.785822021116139	812
29	ranger2_29	0.785340314136126	230
306	ranger2_306	0.785211267605634	351
1526	ranger2_1526	0.784251968503937	398
211	ranger2_211	0.783783783783784	766
1014	ranger2_1014	0.783582089552239	338
156	ranger2_156	0.783549783549784	552
1129	ranger2_1129	0.782608695652174	825
182	ranger2_182	0.782608695652174	14
1030	ranger2_1030	0.7824	760
140	ranger2_140	0.782287822878229	163
223	ranger2_223	0.781609195402299	261
1003	ranger2_1003	0.781456953642384	98
207	ranger2_207	0.781431334622824	309
226	ranger2_226	0.781316348195329	589
230	ranger2_230	0.781299524564184	817
308	ranger2_308	0.780952380952381	62
1243	ranger2_1243	0.780821917808219	97
1377	ranger2_1377	0.780786026200873	685
159	ranger2_159	0.780748663101604	224
1037	ranger2_1037	0.780399274047187	339
1052	ranger2_1052	0.780049059689289	748
172	ranger2_172	0.779661016949152	147
249	ranger2_249	0.779569892473118	678
238	ranger2_238	0.779547359597653	740
1060	ranger2_1060	0.779369627507163	423
89	ranger2_89	0.778864970645793	308
173	ranger2_173	0.778761061946903	72
11	ranger2_11	0.778443113772455	100
1175	ranger2_1175	0.777934936350778	847
1091	ranger2_1091	0.777889447236181	595
1012	ranger2_1012	0.777777777777778	45
291	ranger2_291	0.77734375	332
1236	ranger2_1236	0.776951672862453	322
1164	ranger2_1164	0.776659959758551	303
163	ranger2_163	0.77602523659306	193
1259	ranger2_1259	0.775577557755776	371
1062	ranger2_1062	0.775313404050145	626
330	ranger2_330	0.77511961722488	639
288	ranger2_288	0.775097276264591	811
1021	ranger2_1021	0.775	682
153	ranger2_153	0.77370417193426	491
1241	ranger2_1241	0.773662551440329	732
329	ranger2_329	0.773471145564169	717
133	ranger2_133	0.773333333333333	90
1006	ranger2_1006	0.772378516624041	245
94	ranger2_94	0.772058823529412	333
300	ranger2_300	0.771971496437055	538
164	ranger2_164	0.771300448430493	271
1038	ranger2_1038	0.770700636942675	776
106	ranger2_106	0.770588235294118	214
1371	ranger2_1371	0.769945778466305	803
35	ranger2_35	0.769759450171821	178
179	ranger2_179	0.76969696969697	412
282	ranger2_282	0.769596199524941	516
222	ranger2_222	0.769041769041769	515
1143	ranger2_1143	0.767790262172285	337
152	ranger2_152	0.767634854771784	290
261	ranger2_261	0.767123287671233	583
196	ranger2_196	0.766839378238342	241
54	ranger2_54	0.766467065868264	301
1372	ranger2_1372	0.766233766233766	301
304	ranger2_304	0.766222222222222	697
229	ranger2_229	0.766140602582496	435
275	ranger2_275	0.765486725663717	545
1009	ranger2_1009	0.764912280701754	711
186	ranger2_186	0.764857881136951	716
1046	ranger2_1046	0.764649375600384	635
1015	ranger2_1015	0.764595103578154	343
71	ranger2_71	0.764397905759162	237
171	ranger2_171	0.764158918005072	719
199	ranger2_199	0.764132553606238	636
135	ranger2_135	0.763636363636364	157
1529	ranger2_1529	0.762677484787018	309
1498	ranger2_1498	0.762148337595908	499
1024	ranger2_1024	0.761904761904762	94
260	ranger2_260	0.761760242792109	412
1036	ranger2_1036	0.76063829787234	711
1011	ranger2_1011	0.75990675990676	524
331	ranger2_331	0.759643916913947	215
175	ranger2_175	0.759036144578313	616
1373	ranger2_1373	0.758964143426295	637
208	ranger2_208	0.757281553398058	445
262	ranger2_262	0.756653992395437	660
151	ranger2_151	0.756013745704467	566
257	ranger2_257	0.755980861244019	516
176	ranger2_176	0.755832037325039	417
55	ranger2_55	0.755681818181818	224
245	ranger2_245	0.754189944134078	219
1019	ranger2_1019	0.753993610223642	580
269	ranger2_269	0.753424657534247	575
309	ranger2_309	0.751851851851852	702
294	ranger2_294	0.751789976133651	532
295	ranger2_295	0.751121076233184	555
1166	ranger2_1166	0.75	5
201	ranger2_201	0.75	138
88	ranger2_88	0.75	75
1158	ranger2_1158	0.748923959827834	445
155	ranger2_155	0.748244734202608	646
178	ranger2_178	0.747553816046967	334
56	ranger2_56	0.746928746928747	253
194	ranger2_194	0.745098039215686	101
1054	ranger2_1054	0.745033112582781	413
252	ranger2_252	0.744801512287335	324
256	ranger2_256	0.743119266055046	154
127	ranger2_127	0.741721854304636	296
299	ranger2_299	0.740740740740741	153
268	ranger2_268	0.736842105263158	33
219	ranger2_219	0.736486486486487	200
283	ranger2_283	0.735849056603774	206
328	ranger2_328	0.732824427480916	175
170	ranger2_170	0.731707317073171	27
235	ranger2_235	0.730650154798761	208
60	ranger2_60	0.728476821192053	100
177	ranger2_177	0.728057553956834	458
5	ranger2_5	0.726072607260726	190
302	ranger2_302	0.725761772853186	228
301	ranger2_301	0.715372907153729	427
41	ranger2_41	0.7125	108
225	ranger2_225	0.708333333333333	386
167	ranger2_167	0.7	82
