ranger3_index	r2_scores
ranger3_1037	0.229436677724585
ranger3_1033	0.229352726879974
ranger3_283	0.229203002528385
ranger3_1022	0.228820277047858
ranger3_71	0.225792133172944
ranger3_32	0.221543767938361
ranger3_1373	0.22144668438091
ranger3_1006	0.221011160346525
ranger3_252	0.220621217092265
ranger3_299	0.220520160886627
ranger3_304	0.21989970190849
ranger3_1036	0.217971973490275
ranger3_106	0.216470606412275
ranger3_293	0.216044532429749
ranger3_1158	0.214611723663282
ranger3_1015	0.213287514370535
ranger3_302	0.212534490131102
ranger3_1371	0.212341530881382
ranger3_281	0.211740955327298
ranger3_1030	0.211084561073114
ranger3_30	0.210303278738297
ranger3_1058	0.207992473177011
ranger3_1143	0.206879678173097
ranger3_64	0.20591667434098
ranger3_3	0.20578378774383
ranger3_163	0.205004831029664
ranger3_91	0.203984720457516
ranger3_219	0.203364326581662
ranger3_1494	0.201644111593817
ranger3_1017	0.201107972741024
ranger3_309	0.200186178691838
ranger3_269	0.199205363230369
ranger3_303	0.19915476770732
ranger3_245	0.198908283623203
ranger3_203	0.197744152329736
ranger3_54	0.197464894097203
ranger3_1009	0.19685321614867
ranger3_177	0.19679921763476
ranger3_193	0.196682691202504
ranger3_89	0.19545924925956
ranger3_1013	0.194304811814007
ranger3_134	0.193372289713175
ranger3_223	0.192553618141843
ranger3_159	0.192337515306894
ranger3_196	0.191796581295062
ranger3_330	0.190871963455204
ranger3_1529	0.190753278772771
ranger3_279	0.190568242287234
ranger3_51	0.189006300024616
ranger3_94	0.18692641009907
ranger3_5	0.186405839354565
ranger3_288	0.185979052560741
ranger3_1046	0.185272212530868
ranger3_127	0.184697347998394
ranger3_35	0.183869317131406
ranger3_300	0.183553017029333
ranger3_176	0.182614940647702
ranger3_1194	0.182438586284928
ranger3_56	0.182273078707211
ranger3_263	0.182157162960257
ranger3_1019	0.181855948489885
ranger3_152	0.180792560885733
ranger3_1502	0.179387180516408
ranger3_1021	0.179068245051633
ranger3_1008	0.178375792904351
ranger3_277	0.177515481718137
ranger3_1261	0.17535117835788
ranger3_255	0.174311645856659
ranger3_1495	0.174012084685643
ranger3_63	0.173022319847393
ranger3_326	0.172124495476342
ranger3_310	0.171678881903704
ranger3_301	0.170485353896026
ranger3_207	0.170423027863396
ranger3_1060	0.170217060577924
ranger3_1001	0.16855236153741
ranger3_1016	0.1685022516812
ranger3_295	0.168269424619706
ranger3_34	0.1663555659258
ranger3_294	0.165084044990526
ranger3_260	0.165067093547758
ranger3_1259	0.164409044145547
ranger3_199	0.163892372109037
ranger3_1203	0.163481543710122
ranger3_1039	0.163199607919126
ranger3_1236	0.162205948271997
ranger3_1026	0.161953273782477
ranger3_1005	0.161007419626549
ranger3_1268	0.160420625536347
ranger3_1527	0.158679610483834
ranger3_1025	0.157989795049312
ranger3_158	0.157945670877576
ranger3_1170	0.157209908987362
ranger3_111	0.156973349737296
ranger3_222	0.156648000645801
ranger3_1032	0.155832728874743
ranger3_265	0.155450957892655
ranger3_257	0.155122688877234
ranger3_1010	0.152943214032023
ranger3_282	0.152546140242292
ranger3_329	0.152379814114601
ranger3_156	0.152253783825887
ranger3_229	0.151282552486501
ranger3_292	0.150712757104789
ranger3_1377	0.149818997156382
ranger3_306	0.14979661703109
ranger3_1218	0.148409720206824
ranger3_147	0.14802957962319
ranger3_208	0.147744977263941
ranger3_59	0.147492358091028
ranger3_166	0.146586410950488
ranger3_186	0.146388848227438
ranger3_184	0.146189163720935
ranger3_1069	0.146153559971826
ranger3_153	0.14613169440727
ranger3_6	0.146110749908062
ranger3_305	0.146065400394727
ranger3_261	0.145743850282595
ranger3_1066	0.143940076510577
ranger3_226	0.143868774820287
ranger3_1011	0.143665847412566
ranger3_1133	0.142088651806618
ranger3_38	0.142042503724974
ranger3_238	0.139787533093103
ranger3_225	0.139738553203956
ranger3_197	0.138202844532969
ranger3_1192	0.137524700390839
ranger3_155	0.137443941864374
ranger3_1	0.137159316219594
ranger3_1050	0.137076456535614
ranger3_1067	0.136470872802719
ranger3_1129	0.135177661329233
ranger3_110	0.134921431037959
ranger3_1038	0.134870456568735
ranger3_344	0.134486163498581
ranger3_1164	0.133527065521667
ranger3_1114	0.131662392862217
ranger3_1241	0.130057194785189
ranger3_179	0.128957161525911
ranger3_1062	0.127983243125149
ranger3_164	0.127818894105765
ranger3_1043	0.126484115736271
ranger3_249	0.125832767740037
ranger3_175	0.125298772134172
ranger3_1052	0.124340935919108
ranger3_1175	0.123214812790544
ranger3_154	0.122547387380536
ranger3_119	0.118352189472892
ranger3_1230	0.118327313580146
ranger3_228	0.118021791742217
ranger3_171	0.117560134255614
ranger3_287	0.114590560156948
ranger3_192	0.111732463084095
ranger3_275	0.110455835367773
ranger3_52	0.109530490990269
ranger3_185	0.10443854004073
ranger3_62	0.102971426807247
ranger3_1007	0.101154450717254
ranger3_1023	0.0999736110304374
ranger3_1053	0.099227065019064
ranger3_1042	0.0978343275886299
ranger3_202	0.0919830037080758
ranger3_1072	0.0914459642722767
ranger3_1219	0.0913178126163444
ranger3_1091	0.0876041101083627
ranger3_1029	0.0595856542805703
ranger3_1166	-0.26454570474574
